event_datetime_utc,source_name,source_url,source_type,claim_text,country,location_text,actor_1,actor_2,event_type,domain,severity_score,confidence_score,information_status,tags,last_updated_at
2026-03-25 07:06:24+00:00,Google News,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPbURTWWQ3emFUM1NTenFNUE1tWXNzcXE3Q21TTEQ3WV85YUdSa0lLeVZrZjduWTJ0Tk5mOVh2Zm1pTExLemFGSjJzWEhLT216RmFwOXo3S0FRSlBuUnFqX0EyRkt2Mk1zZE4yZDBKWjVJamR6TnA2Vk9hNTdDcHVvWlFTU05QN1NOZHRlMURlMHp1X2ZlWm9pODZsQVVHdFY3WXYycFVnWlpscFNUUTg3OElrRV9ndE5sV0twTmIySUFFQnpYSWVlaGVnT2h2SzNDVU5IQjZFRVFVZUNwLW1mUF9ETENWRXRfUXgtcDlGc3XSAfgBQVVfeXFMTVhLcl8tVEdzYmlmekpQSjh6cjh2c0s1Q1RCR3lGYXhWM1A3czA3UGxxcFpvWHpkRlRNbW1WU1NlX3ByX18wVmNpLXl1SkpUNzdqSjJrTnB2dEk1WEtaOUp1THA1ODB6MTdoa1ZCUUljemlDcy00d1pBcHljWHBIUzZGZnpJbTBhN20zYk1oU3JQdENBMG9IelMteVVNazRhYXlGOF8waXBEOG03RnRlSnZDbkJ6UmVvWk1WZWVDS2U3X01KY2dsSS1YWlR4cmRpcktZUEFSTEdmN0FZbGw1WDlFV21MaDhmeElaMWJ3LUpyblJvMkhaRHM?oc=5,news,"""Negotiating With Yourselves?"" Why Iran Has Nothing To Lose, Trump Does - NDTV",Iran,Iran,Iran,,other,other,3,0.5,unverified,['iran'],2026-03-26 19:04:12 UTC
2026-03-25 10:00:00+00:00,Google News,https://news.google.com/rss/articles/CBMisgFBVV95cUxPcmJrWkVGOUpQWU5NUjF3ZTJxRjdZWDE2SkJYbko0T0ZBQnQ3WmtyZ3dvVmV6RFEzS2IxRFdlS2FyV1JGN1JKYTI2amwwbGNHalNUUS16TXhTT1A2Rkt4dS1jZ3NJWmtlOXNwZjRJTEdfSzdiWTRxTVUyUHBXRWZ2ZVVLSGF0YlNBX3k1WGFWMkttUlFJOG9ady1PaFlCQWhFVlJNR2hMTGlweDZYTVB3NDZR?oc=5,news,What Trump’s War in Iran Means for the World’s Oil Supply - The New Yorker,Iran,Iran,Iran,,other,economic,3,0.5,unverified,"['iran', 'war']",2026-03-26 19:04:12 UTC
2026-03-25 10:17:53+00:00,Google News,https://news.google.com/rss/articles/CBMihAJBVV95cUxPRWRLOWFxOUJxVkxnR0RrRW1yQ0x4WTJPdTNiSUJpcjJXVHRFNkt4ZTNUamVjMGxsOEM4M3RTTVR5Z0J4NWVrRU1aUlRXX09ISEtNSDFqbjBrRW1jR0RWdjhtR21uRG9TVU1DXzZpMkJxQkJXUkE1MEE4aDRCOTNfS1JjNEM2TkVSdURla3JxSmZfWWJaV2pYeU1SV0luUmZpXzZiOFNNSWVXdlJOTVFQaGprMDFJdFBHVklYUlpPMTNiUHVZSV9tS1FOeGRoa3ZldGlPTUduMGNrWHlyd3RzdXJ0MHJrN0ZDXzk5VWxtOU5Sb183STJWLTc2OEFKRlh3cEctcNIBigJBVV95cUxQSDFMdXVINmJmWXFqaFQzUlhUM1hfM2VQbHZMWHpEWlV4b3Z5REo2OHF5UUd6UFI4SmV6a253LXFSWURfTkZDa2pvV1dtX29Fd2QzN3BFYWFjajViYnNaSGJyMmR1R3VvMnZuNmFDQ2tTSmR5MXhoUFpGRGxYUDNjeFZOc2I4bGczQzNSWlI5VXRVYWJsRE9fcGxMbVJOaWozdEk0bXBDdzZyVndZNUdaMWJNQUNyTmJ2VDFkWThIOEptRHA2bW1HTkdXWFVoNzVlWjYwbWVhSmZYNDQzYlpISUpMdndQZXdnWXV0cG1kQlk1UGRoVFpXMHVLcGtZYklTZGlIMl9iNXBlQQ?oc=5,news,"Iran-Israel war: India scales up evacuation via alternate routes as Kuwait, Bahrain airspace stays shut - The Economic Times",Iran,Iran,Iran,Israel,other,other,3,0.5,unverified,"['israel', 'iran', 'war']",2026-03-26 19:04:12 UTC
2026-03-25 11:09:34+00:00,Google News,https://news.google.com/rss/articles/CBMiWkFVX3lxTE55MG5wdTJrMFlNLWRENFBMZEFMcW0yN0E5dE1lajB6eGRWU1JNN2Y0cXhkbGlGdEpTcG1naHdqN00yLThGV3Qzd2RmYWhBa0tfS1I5ejRobjVGZw?oc=5,news,Why did US and Israel attack Iran and how long could the war last? - BBC,Iran,Iran,Iran,Israel,other,military,8,0.5,unverified,"['israel', 'iran', 'attack', 'war']",2026-03-26 19:04:12 UTC
2026-03-25 14:23:00+00:00,Google News,https://news.google.com/rss/articles/CBMi-gJBVV95cUxOS2F0YUxfUDdJVk1INTBVdEJxWlNBempTOWFCSDd3V01HTUVneTJzVWNyRFZmYUphVGplRlVYSXgwLThIcjR0OHVKZWV3Q2hHVG1HVFUxZ0M1S3A3Z0NTRnhjSUJoTVNpLU90VXhuTEtLNk5YTVQ2eGNVX2hVa3RRNnJabklKSmZVRGJaWC1JV2NUZTN5NjdpT0NvamRKUnZ3Vk5rRklwSXM5UzVzaGxSOUpBSVNYMW53NjAxcldrMTJCZWp5ZVBRemRQYUtWblhQaDNwYnVuVDhGNDF1M0dfWTc4alRwUWtGeThwLTBRRmlWenhWb3F5T0s1Tzk4WkNodlBHM1FvOWR6VUZiNlZGeXFJVEo4aklxdWNfMlJrVUhBMncwOWx2Sks0YzBiRHlJck9LT3dDX3FpV0FaMVNZcDFRVks5dHRBd3UtQTg5YTRRdmJfQm9TR0xIcFZTVDlhOHlwbkFzWDVPRGNaTE4zN1BjaVVmOWQ4MHc?oc=5,news,"Iran, US-Israel War Live Updates | IRGC Navy Commander 'eliminated' in strike, claims Israel - Deccan Herald",Iran,Iran,Iran,Israel,airstrike,military,8,0.4,unverified,"['israel', 'iran', 'strike', 'war']",2026-03-26 19:04:12 UTC
2026-03-25 14:24:31+00:00,Google News,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQV1lzTkRjckJPT05jZzBQcE5YazJESVhKTXJ0UlFRNndPUVZLYk52Q1dDOC00M3FEbzlPNVBja1hYUHNlc1k1QzhWQ2FyOGhsaTE4eXJfeFU0QmNXUWNPT0tZMEtEbjIyUDE4M01meWxiaVZJZlkzbDZvM0xocFE0c0Y3MlozVWdMQXNpN1hSSTk1NVl6U01YUWhCTjdnMWJ3VjZuODlIdWlvYThaRXhmM3NMVGhnQXZISlFOTVdSQU1VaFBUZzl0cTRobzlMRi1WRkFha0J6c9IB3AFBVV95cUxOZnBwdzhodzM3WDRNWldYMVhrTkQyS2pwdkRqWldDMkNpemhFODJaQnlOOXJlZGsyMHBrcUUtRjZReUJ0WnU2YXNfUHh5ZHJOWmtydzg3LU9IVGljWURhbEtWbFhRZEVzNk1DbzhFbl94VDNGYmRVaU1RWWViMkg1aXY1LTB5LXdXeS1vSFZkUXl0Z29iOWxPTEd5VklFYjJSTUVFWXZNQXE3QThtczBXWi1aMHV2YXNZa1lodjNaZlM2czFpM3pKRjllMlFDVzA1Q2k5YmVTaUptMjdS?oc=5,news,"Pakistan or Turkey may host US-Iran talks, proposal conveyed to Tehran: says Iranian official - Telegraph India",Iran,Tehran,Iran,USA,other,political,3,0.6,unverified,"['talks', 'iran', 'tehran']",2026-03-26 19:04:12 UTC
2026-03-25 14:44:29+00:00,Google News,https://news.google.com/rss/articles/CBMipAFBVV95cUxPeWxiNFl3VDV3N1hKUFotN0RGRENVUURoSzV6R2VSRms0M19nenl1VnpQbmNjd0xxT1YtRnFWWWROcXZEVVYwVWJKWjdQQ3ZhQmNrOVIxTTFneFM0WWxiSjFZUGpHWWU5ZEEzcThLYzV2dDJ2OXJTbDBvZXl5eWdaZGc2NW5YQW9fZnV4dS1jb3J3V2dtb0Y5OHZNY1dLRE16alhXVtIBqgFBVV95cUxPaFlxU21YQmRrcFRPZ0haVE1LY2RpNHRzS3JVVFdTLXRKMWRuaTRpOUpCTUVLZlk3c1lnVXZqcEdBbkZhQzZnYXdTaWh0MDI4NUQyQ0V0QjRTU1BFSHM4ZmhIX3BaLUROV0M5N21JQXNHMUFzbVhUVTVUSTdnc3N2VmQxd0V5T3NsbjFKVVlZQ1hHNWx3dVU4ckZab1BTVi1HOXR1R19ZVUNRUQ?oc=5,news,"Missiles overhead, silence below: Israel’s home front holds firm - Al Jazeera",Israel,Israel,Israel,,missile_attack,military,8,0.5,unverified,"['israel', 'missile']",2026-03-26 19:04:12 UTC
2026-03-25 15:01:00+00:00,Google News,https://news.google.com/rss/articles/CBMioAFBVV95cUxPTE9wdVdPV2ZCb3FBRTlsSTJzenl2SEFBOC1sdV9QN1Y1LXJINjAza2FTdXc2Nk14ZXg5Zno0X1pYU05KQWdHdTdaeXhjWGNEbDh5UkpjdmVGZlFsOTIyaFdxV0JZUEZ4dW56VDZVOWVMc0p0ODh4VU95eTI4YmZyeVlHVk5iSW5RVDlXRUhmQ1ZMWE56b0pLYzZSRWhxWUhM?oc=5,news,Spanish Prime Minister condemns US-Israel war with Iran - CNN,Iran,Iran,Iran,Israel,other,other,3,0.5,unverified,"['israel', 'iran', 'war']",2026-03-26 19:04:12 UTC
2026-03-25 15:04:00+00:00,Google News,https://news.google.com/rss/articles/CBMirgFBVV95cUxQdmh1NXZPdWlNVlZXcW8tNE55aF91ODVRd0M4U0ZlLVlfTkdpV0lkNzJZdG4xdGU2dkJ1ZnhpcUZGbjlSVHN6Z3dGTnFJdDFEaTA4SXNmMmNWLUtteWNiSE93VnFhZm9Sa1ZaTHRDWlNfU3NTdWVRWHJYTkE2RGpvblROTk9uYnVqUC1rNm1MdF9OdWZ5TXFNUXE1Z2lTc1dMWnZJSXlrdWFyVmVuZ1HSAbMBQVVfeXFMTmlkbEU4TlkzREhOTjNFRzFiVHBlMTJDRjNlbGpqSS1fR2l5aUluRHZSbzRxMXo3MkdsREVISEUzMnJiclQ1MC1XR0FJN3NYYThRQkxoRWhYMF9lbUFnb3MxYzZEU0VGR1J4UlZfMFBXclQ4OXZWc0dzVFhFZF96UGYwNnpTR3E1Zjl1Z1hOeGMtUkZscDVxSi1ISWhwVFFjTDYwOGJYdkZHSzNXVHFBQ3ZLcjA?oc=5,news,Pakistan offers peace: Can it really end the US–Iran–Israel War? - WION,Iran,Iran,Iran,Israel,other,other,3,0.5,unverified,"['israel', 'iran', 'war']",2026-03-26 19:04:12 UTC
2026-03-25 15:54:00+00:00,Google News,https://news.google.com/rss/articles/CBMitgFBVV95cUxQOTNHNnV1R25oRGZQSFQ0NWxrSkN6ZFpFZlE2Z3Q4U3NaSUJ1bU5fZVRQVEIzQlRUbDlJc25vcEQwVVB2aHROZG5PMXJVZm94ZmlIUElyZUZNa1F4d3Q3TklQckpnRTBBSGR3ejhWckpjUVFSeVVZa05tMTdYQi10RlBfdmdJVHB1eUZuOVppMFFuZ0xBLUxwQURIYmVxUUFVYkx5NWZrMFduaGxWN0o2Y1NxT0NOZw?oc=5,news,Iran rejects US ceasefire plan and submits its own amid push for talks - The Guardian,Iran,Iran,Iran,USA,other,political,3,0.5,unverified,"['iran', 'talks', 'ceasefire']",2026-03-26 19:04:12 UTC
